tgt,src
"[88, 76, 76, 103, 90]","[74, 97, 99, 65, 98]"
"[95, 86, 77, 70, 74]","[72, 83, 85, 83, 79]"
"[10, 101, 213, 96, 9]","[93, 87, 55, 83, 111]"
"[8, 111, 216, 98, 10]","[115, 62, 62, 95, 109]"
"[217, 140, 41, 12, 4]","[51, 72, 82, 95, 114]"
"[12, 108, 194, 97, 3]","[96, 75, 52, 85, 106]"
"[8, 96, 232, 92, 6]","[105, 99, 48, 77, 105]"
"[10, 96, 228, 100, 12]","[103, 89, 52, 101, 101]"
"[230, 151, 50, 7, 5]","[44, 76, 112, 131, 80]"
"[219, 176, 36, 12, 3]","[60, 75, 92, 111, 108]"
"[206, 175, 38, 16, 8]","[57, 64, 107, 118, 97]"
"[8, 88, 212, 90, 5]","[105, 65, 47, 78, 108]"
"[15, 97, 230, 97, 4]","[114, 84, 57, 92, 96]"
"[14, 90, 183, 102, 13]","[101, 78, 48, 83, 92]"
"[7, 106, 188, 93, 8]","[109, 62, 56, 70, 105]"
"[96, 80, 84, 91, 89]","[85, 98, 95, 84, 78]"
"[66, 74, 101, 81, 86]","[97, 82, 80, 80, 69]"
"[78, 83, 90, 89, 83]","[78, 78, 88, 85, 94]"
"[91, 69, 84, 84, 89]","[92, 83, 85, 65, 92]"
"[84, 71, 88, 90, 98]","[95, 88, 78, 86, 84]"
"[78, 75, 106, 81, 79]","[77, 89, 85, 73, 95]"
"[10, 83, 211, 100, 9]","[94, 99, 38, 92, 90]"
"[84, 83, 78, 83, 89]","[74, 79, 91, 87, 86]"
"[199, 161, 40, 7, 3]","[51, 69, 92, 86, 112]"
"[2, 83, 225, 94, 6]","[97, 78, 54, 82, 99]"
"[16, 103, 177, 94, 10]","[97, 72, 57, 73, 101]"
"[219, 176, 40, 12, 3]","[50, 77, 105, 110, 108]"
"[88, 79, 86, 94, 102]","[91, 95, 94, 82, 87]"
"[10, 91, 223, 103, 13]","[105, 87, 53, 82, 113]"
"[82, 87, 93, 89, 77]","[93, 89, 82, 83, 81]"
"[209, 162, 40, 10, 3]","[60, 59, 103, 99, 103]"
"[101, 94, 93, 64, 87]","[86, 74, 101, 89, 89]"
"[211, 154, 44, 6, 1]","[54, 73, 87, 101, 101]"
"[9, 105, 235, 86, 7]","[103, 96, 54, 95, 94]"
"[78, 98, 94, 85, 90]","[92, 82, 104, 87, 80]"
"[189, 172, 41, 6, 5]","[60, 52, 95, 100, 106]"
"[74, 81, 86, 85, 75]","[89, 78, 84, 62, 88]"
"[194, 147, 45, 12, 5]","[56, 63, 102, 92, 90]"
"[13, 95, 209, 82, 21]","[108, 74, 49, 82, 107]"
"[11, 114, 216, 99, 9]","[120, 75, 53, 86, 115]"
"[16, 92, 214, 97, 6]","[98, 68, 57, 99, 103]"
"[97, 75, 78, 82, 108]","[71, 97, 99, 85, 88]"
"[93, 79, 88, 88, 101]","[81, 111, 79, 86, 92]"
"[11, 91, 196, 102, 6]","[101, 76, 56, 72, 101]"
"[176, 183, 46, 15, 1]","[64, 55, 114, 94, 94]"
"[96, 91, 80, 77, 83]","[60, 96, 84, 94, 93]"
"[13, 121, 206, 92, 12]","[101, 91, 62, 82, 108]"
"[226, 144, 52, 16, 7]","[52, 79, 102, 105, 107]"
"[95, 81, 90, 83, 82]","[82, 76, 81, 98, 94]"
"[8, 95, 230, 96, 6]","[117, 93, 46, 73, 106]"
"[78, 87, 81, 86, 73]","[76, 92, 65, 88, 84]"
"[77, 80, 84, 102, 87]","[98, 80, 75, 88, 89]"
"[94, 69, 94, 70, 93]","[64, 96, 87, 100, 73]"
"[73, 94, 79, 85, 83]","[89, 78, 83, 84, 80]"
"[95, 96, 81, 87, 83]","[93, 96, 84, 92, 77]"
"[75, 77, 96, 71, 95]","[89, 63, 82, 103, 77]"
"[228, 146, 35, 10, 4]","[46, 81, 88, 112, 96]"
"[78, 84, 95, 89, 90]","[76, 95, 84, 88, 93]"
"[75, 85, 89, 90, 79]","[93, 81, 77, 68, 99]"
"[210, 162, 40, 20, 1]","[55, 66, 87, 100, 125]"
"[9, 94, 220, 106, 7]","[110, 84, 55, 78, 109]"
"[6, 96, 207, 101, 6]","[116, 84, 54, 59, 103]"
"[14, 118, 192, 98, 16]","[113, 72, 54, 94, 105]"
"[6, 87, 208, 114, 16]","[127, 75, 51, 82, 96]"
"[206, 145, 47, 13, 10]","[57, 70, 88, 95, 111]"
"[210, 150, 34, 10, 3]","[44, 67, 77, 97, 122]"
"[90, 81, 89, 83, 79]","[84, 83, 81, 83, 91]"
"[92, 79, 80, 91, 86]","[91, 76, 92, 84, 85]"
"[78, 82, 74, 82, 84]","[89, 88, 87, 65, 71]"
"[8, 98, 215, 118, 10]","[98, 93, 54, 79, 125]"
"[16, 88, 213, 101, 13]","[110, 84, 47, 82, 108]"
"[8, 112, 174, 113, 10]","[94, 73, 53, 76, 121]"
"[77, 89, 78, 83, 91]","[81, 85, 81, 96, 75]"
"[12, 99, 181, 104, 8]","[102, 79, 51, 76, 96]"
"[7, 106, 207, 95, 13]","[99, 90, 62, 82, 95]"
"[202, 161, 48, 10, 9]","[52, 81, 98, 108, 91]"
"[94, 87, 71, 103, 72]","[73, 81, 92, 96, 85]"
"[205, 139, 48, 8, 4]","[41, 73, 95, 92, 103]"
"[81, 98, 91, 83, 84]","[82, 88, 84, 95, 88]"
"[86, 88, 61, 92, 86]","[87, 70, 101, 77, 78]"
"[82, 95, 76, 63, 86]","[77, 74, 77, 94, 80]"
"[6, 98, 227, 95, 8]","[92, 85, 47, 96, 114]"
"[5, 96, 215, 95, 10]","[83, 81, 57, 84, 116]"
"[12, 93, 197, 95, 15]","[101, 70, 70, 70, 101]"
"[91, 94, 81, 82, 97]","[96, 83, 91, 96, 79]"
"[84, 84, 80, 86, 75]","[84, 82, 78, 83, 82]"
"[190, 154, 38, 18, 3]","[55, 55, 86, 98, 109]"
"[223, 164, 36, 11, 2]","[52, 78, 92, 113, 101]"
"[6, 110, 196, 98, 8]","[103, 78, 65, 79, 93]"
"[79, 82, 79, 77, 95]","[84, 88, 82, 81, 77]"
"[15, 93, 195, 91, 8]","[85, 80, 42, 73, 122]"
"[90, 86, 92, 74, 92]","[96, 75, 88, 91, 84]"
"[18, 104, 220, 91, 10]","[103, 86, 60, 77, 117]"
"[6, 114, 229, 92, 8]","[121, 75, 55, 79, 119]"
"[239, 147, 34, 7, 2]","[48, 75, 85, 99, 122]"
"[5, 110, 189, 96, 8]","[87, 69, 50, 74, 128]"
"[89, 90, 82, 85, 84]","[78, 97, 70, 98, 87]"
"[83, 75, 67, 100, 81]","[81, 81, 95, 65, 84]"
"[96, 88, 89, 87, 77]","[84, 86, 91, 84, 92]"
"[201, 159, 50, 3, 8]","[55, 63, 90, 101, 112]"
"[210, 160, 49, 18, 0]","[64, 69, 108, 95, 101]"
"[95, 74, 83, 90, 86]","[86, 87, 85, 81, 89]"
"[71, 89, 94, 102, 72]","[84, 80, 77, 94, 93]"
"[203, 153, 37, 15, 2]","[61, 69, 91, 98, 91]"
"[8, 103, 215, 89, 7]","[107, 73, 57, 89, 96]"
"[6, 115, 204, 112, 9]","[102, 92, 72, 80, 100]"
"[83, 99, 69, 96, 87]","[95, 74, 104, 75, 86]"
"[78, 82, 73, 96, 87]","[87, 83, 87, 80, 79]"
"[12, 98, 238, 93, 8]","[118, 79, 52, 89, 111]"
"[212, 155, 37, 16, 5]","[48, 66, 94, 123, 94]"
"[8, 87, 214, 102, 4]","[105, 81, 58, 77, 94]"
"[226, 164, 36, 13, 2]","[48, 75, 97, 110, 111]"
"[215, 161, 52, 12, 3]","[64, 66, 90, 105, 118]"
"[96, 82, 79, 103, 79]","[105, 77, 92, 86, 79]"
"[94, 90, 85, 88, 72]","[88, 77, 86, 93, 85]"
"[78, 77, 75, 101, 91]","[104, 81, 72, 85, 80]"
"[82, 96, 99, 76, 88]","[87, 99, 98, 77, 80]"
"[77, 100, 78, 90, 98]","[103, 89, 89, 83, 79]"
"[15, 102, 199, 117, 13]","[95, 84, 73, 70, 124]"
"[85, 76, 93, 78, 89]","[93, 98, 72, 75, 83]"
"[91, 84, 90, 88, 85]","[82, 90, 82, 94, 90]"
"[5, 89, 214, 94, 7]","[99, 86, 46, 78, 100]"
"[10, 92, 216, 101, 7]","[99, 88, 53, 69, 117]"
"[16, 93, 221, 100, 10]","[100, 80, 50, 94, 116]"
"[85, 91, 82, 76, 77]","[88, 72, 81, 97, 73]"
"[11, 107, 209, 108, 9]","[106, 79, 72, 86, 101]"
"[9, 109, 216, 94, 13]","[115, 80, 45, 86, 115]"
"[7, 87, 214, 96, 6]","[94, 81, 40, 72, 123]"
"[208, 166, 56, 12, 5]","[68, 76, 101, 107, 95]"
"[10, 120, 188, 92, 9]","[117, 70, 53, 75, 104]"
"[81, 94, 88, 95, 81]","[85, 88, 90, 76, 100]"
"[8, 90, 237, 100, 6]","[109, 95, 52, 90, 95]"
"[191, 156, 35, 18, 4]","[53, 50, 90, 109, 102]"
"[234, 142, 32, 11, 3]","[48, 75, 118, 89, 92]"
"[223, 154, 45, 11, 4]","[51, 90, 74, 106, 116]"
"[102, 87, 90, 81, 72]","[89, 80, 77, 93, 93]"
"[212, 159, 42, 16, 3]","[59, 67, 87, 124, 95]"
"[5, 92, 211, 88, 7]","[97, 71, 45, 75, 115]"
"[207, 166, 35, 9, 5]","[57, 66, 90, 104, 105]"
"[5, 108, 192, 96, 12]","[108, 85, 60, 70, 90]"
"[5, 92, 206, 93, 9]","[109, 69, 52, 78, 97]"
"[9, 109, 215, 105, 10]","[93, 103, 48, 79, 125]"
"[209, 146, 47, 11, 3]","[50, 65, 84, 103, 114]"
"[215, 173, 42, 16, 2]","[72, 59, 101, 109, 107]"
"[220, 167, 33, 8, 2]","[52, 62, 100, 118, 98]"
"[10, 90, 191, 115, 7]","[99, 86, 59, 60, 109]"
"[74, 79, 77, 87, 86]","[86, 87, 82, 66, 82]"
"[211, 163, 55, 9, 3]","[48, 57, 110, 111, 115]"
"[89, 80, 85, 90, 81]","[87, 84, 85, 87, 82]"
"[89, 83, 86, 93, 98]","[84, 77, 107, 89, 92]"
"[68, 101, 77, 88, 78]","[91, 76, 79, 84, 82]"
"[11, 109, 191, 100, 13]","[109, 77, 48, 84, 106]"
"[8, 112, 208, 92, 13]","[101, 69, 67, 85, 111]"
"[76, 83, 87, 85, 96]","[96, 68, 80, 83, 100]"
"[202, 148, 40, 8, 4]","[45, 55, 94, 110, 98]"
"[98, 87, 87, 78, 75]","[77, 91, 74, 76, 107]"
"[5, 78, 223, 102, 13]","[83, 97, 45, 89, 107]"
"[213, 169, 37, 11, 3]","[61, 55, 102, 107, 108]"
"[71, 82, 89, 80, 80]","[96, 84, 62, 81, 79]"
"[187, 173, 44, 8, 6]","[57, 58, 85, 117, 101]"
"[79, 82, 96, 104, 88]","[93, 82, 94, 89, 91]"
"[203, 155, 39, 11, 4]","[63, 60, 84, 106, 99]"
"[226, 144, 33, 8, 2]","[41, 63, 105, 103, 101]"
"[204, 171, 34, 15, 3]","[62, 60, 113, 92, 100]"
"[98, 89, 92, 84, 82]","[97, 81, 90, 77, 100]"
"[207, 165, 29, 7, 4]","[45, 71, 83, 106, 107]"
"[5, 90, 212, 86, 7]","[99, 85, 54, 71, 91]"
"[204, 157, 39, 6, 7]","[55, 70, 89, 103, 96]"
"[212, 162, 44, 15, 8]","[59, 61, 110, 105, 106]"
"[226, 160, 39, 9, 2]","[37, 70, 114, 116, 99]"
"[6, 84, 216, 95, 1]","[111, 81, 45, 78, 87]"
"[207, 163, 45, 10, 5]","[63, 61, 90, 105, 111]"
"[90, 78, 101, 91, 88]","[84, 90, 92, 81, 101]"
"[15, 108, 199, 114, 12]","[112, 85, 55, 88, 108]"
"[6, 103, 188, 100, 17]","[121, 88, 44, 66, 95]"
"[100, 75, 79, 79, 83]","[77, 90, 74, 75, 100]"
"[201, 150, 49, 7, 3]","[62, 68, 90, 90, 100]"
"[79, 79, 83, 84, 100]","[97, 72, 82, 98, 76]"
"[198, 152, 48, 9, 3]","[51, 66, 99, 99, 95]"
"[220, 154, 50, 14, 1]","[49, 69, 99, 107, 115]"
"[74, 87, 101, 79, 72]","[82, 78, 73, 89, 91]"
"[226, 152, 41, 10, 5]","[46, 76, 97, 106, 109]"
"[86, 92, 94, 81, 85]","[87, 93, 83, 92, 83]"
"[12, 104, 198, 94, 7]","[108, 75, 47, 81, 104]"
"[4, 92, 218, 107, 7]","[119, 90, 56, 66, 97]"
"[5, 92, 224, 92, 3]","[102, 84, 49, 77, 104]"
"[89, 86, 77, 78, 85]","[87, 81, 72, 93, 82]"
"[218, 168, 36, 7, 6]","[60, 70, 96, 100, 109]"
"[67, 79, 85, 93, 84]","[71, 80, 83, 86, 88]"
"[217, 154, 44, 13, 2]","[52, 75, 80, 108, 115]"
"[92, 90, 86, 91, 91]","[82, 82, 107, 79, 100]"
"[12, 96, 196, 110, 8]","[97, 87, 61, 77, 100]"
"[15, 112, 194, 96, 11]","[107, 84, 69, 85, 83]"
"[12, 108, 187, 95, 10]","[102, 78, 67, 70, 95]"
"[93, 98, 87, 80, 83]","[85, 83, 94, 87, 92]"
"[208, 175, 49, 6, 1]","[57, 64, 88, 113, 117]"
"[195, 181, 49, 12, 8]","[62, 58, 96, 124, 105]"
"[194, 159, 40, 8, 5]","[53, 63, 86, 102, 102]"
"[212, 148, 33, 10, 6]","[54, 69, 87, 106, 93]"
"[11, 98, 215, 111, 11]","[100, 97, 53, 81, 115]"
"[91, 91, 88, 87, 84]","[79, 83, 95, 95, 89]"
"[79, 80, 84, 76, 83]","[81, 65, 79, 86, 91]"
"[229, 159, 37, 6, 7]","[54, 67, 103, 106, 108]"
"[76, 85, 101, 83, 82]","[93, 75, 75, 94, 90]"
"[10, 79, 209, 93, 9]","[109, 70, 37, 94, 90]"
"[13, 88, 238, 90, 8]","[99, 80, 49, 88, 121]"
"[79, 100, 101, 78, 82]","[88, 85, 87, 96, 84]"
"[94, 85, 97, 92, 79]","[86, 89, 94, 94, 84]"
"[4, 96, 209, 86, 11]","[97, 82, 51, 75, 101]"
"[227, 162, 41, 7, 3]","[45, 76, 113, 114, 92]"
"[9, 112, 198, 96, 5]","[104, 75, 58, 74, 109]"
"[86, 94, 73, 77, 78]","[74, 74, 98, 79, 83]"
"[10, 104, 208, 90, 12]","[102, 88, 60, 82, 92]"
"[94, 86, 82, 94, 78]","[79, 83, 85, 99, 88]"
"[2, 84, 211, 101, 6]","[105, 80, 54, 71, 94]"
"[6, 83, 213, 98, 13]","[92, 90, 46, 80, 105]"
"[188, 171, 52, 18, 5]","[65, 67, 82, 108, 112]"
"[10, 103, 200, 120, 7]","[100, 82, 74, 71, 113]"
"[220, 155, 47, 16, 1]","[61, 76, 86, 117, 99]"
"[11, 96, 233, 88, 16]","[115, 88, 47, 85, 109]"
"[94, 94, 86, 73, 81]","[80, 63, 92, 89, 104]"
"[193, 168, 46, 18, 1]","[62, 67, 84, 103, 110]"
"[83, 88, 101, 63, 77]","[72, 67, 73, 97, 103]"
"[97, 80, 95, 79, 91]","[86, 83, 98, 77, 98]"
"[211, 155, 51, 14, 6]","[54, 64, 97, 101, 121]"
"[216, 157, 49, 6, 1]","[59, 70, 95, 91, 114]"
"[12, 111, 215, 87, 13]","[95, 84, 67, 87, 105]"
"[207, 157, 46, 10, 3]","[52, 70, 92, 109, 100]"
"[8, 94, 231, 98, 7]","[106, 104, 54, 76, 98]"
"[86, 73, 96, 94, 97]","[85, 96, 71, 92, 102]"
"[9, 106, 229, 94, 4]","[117, 80, 51, 84, 110]"
"[8, 94, 200, 99, 13]","[92, 85, 58, 80, 99]"
"[220, 145, 48, 8, 2]","[55, 68, 92, 101, 107]"
"[13, 101, 204, 104, 3]","[93, 77, 65, 84, 106]"
"[11, 102, 222, 85, 5]","[96, 79, 62, 88, 100]"
"[9, 106, 221, 100, 7]","[113, 88, 49, 66, 127]"
"[6, 114, 219, 98, 9]","[119, 82, 62, 93, 90]"
"[202, 167, 40, 10, 3]","[62, 65, 89, 101, 105]"
"[8, 95, 219, 98, 11]","[104, 78, 62, 86, 101]"
"[219, 133, 47, 10, 3]","[41, 83, 96, 110, 82]"
"[219, 159, 44, 17, 7]","[53, 65, 114, 115, 99]"
"[201, 154, 33, 11, 4]","[52, 62, 93, 98, 98]"
"[207, 142, 47, 9, 2]","[43, 63, 84, 116, 101]"
"[206, 157, 39, 11, 3]","[59, 75, 84, 97, 101]"
"[96, 76, 85, 77, 91]","[71, 94, 83, 99, 78]"
"[8, 96, 197, 103, 7]","[99, 73, 57, 65, 117]"
"[15, 98, 199, 87, 11]","[90, 78, 44, 78, 120]"
"[180, 164, 49, 14, 3]","[49, 62, 95, 95, 109]"
"[10, 98, 217, 99, 12]","[100, 82, 49, 87, 118]"
"[9, 105, 203, 104, 8]","[93, 82, 57, 87, 110]"
"[187, 174, 54, 14, 8]","[60, 67, 76, 112, 122]"
"[8, 90, 195, 95, 16]","[83, 78, 64, 79, 100]"
"[239, 157, 38, 10, 5]","[52, 77, 92, 120, 108]"
"[201, 177, 46, 10, 2]","[53, 71, 105, 105, 102]"
"[95, 79, 74, 92, 78]","[80, 83, 79, 89, 87]"
"[211, 147, 35, 8, 2]","[48, 57, 78, 103, 117]"
"[70, 85, 83, 85, 84]","[94, 82, 74, 69, 88]"
"[89, 94, 84, 94, 74]","[81, 97, 93, 91, 73]"
"[69, 77, 84, 84, 91]","[82, 83, 73, 82, 85]"
"[209, 164, 53, 15, 1]","[55, 72, 88, 112, 115]"
"[175, 175, 43, 18, 5]","[67, 53, 80, 117, 99]"
"[225, 162, 41, 13, 4]","[61, 76, 87, 115, 106]"
"[75, 88, 100, 72, 85]","[105, 84, 64, 79, 88]"
"[205, 146, 38, 14, 4]","[50, 55, 102, 93, 107]"
"[195, 157, 54, 14, 6]","[68, 65, 80, 99, 114]"
"[5, 85, 214, 95, 12]","[95, 86, 54, 71, 105]"
"[211, 176, 41, 10, 3]","[58, 71, 89, 115, 108]"
"[220, 160, 47, 17, 4]","[69, 66, 89, 113, 111]"
"[85, 74, 95, 91, 98]","[87, 95, 90, 88, 83]"
"[234, 154, 42, 5, 4]","[44, 77, 83, 122, 113]"
"[13, 106, 215, 109, 6]","[114, 82, 51, 81, 121]"
"[2, 97, 189, 111, 6]","[105, 78, 52, 74, 96]"
"[215, 167, 47, 6, 5]","[51, 72, 100, 98, 119]"
"[202, 171, 43, 8, 4]","[47, 77, 94, 99, 111]"
"[187, 172, 42, 15, 6]","[58, 66, 82, 111, 105]"
"[8, 92, 220, 94, 5]","[117, 86, 39, 84, 93]"
"[12, 102, 184, 109, 8]","[86, 78, 58, 84, 109]"
"[7, 99, 205, 93, 6]","[100, 68, 56, 80, 106]"
"[68, 89, 106, 81, 82]","[95, 86, 66, 87, 92]"
"[223, 147, 41, 8, 0]","[40, 68, 94, 99, 118]"
"[89, 85, 84, 83, 96]","[86, 100, 87, 83, 81]"
"[226, 152, 34, 7, 2]","[47, 75, 92, 89, 118]"
"[104, 65, 88, 85, 96]","[68, 100, 79, 104, 87]"
"[10, 101, 215, 100, 15]","[108, 87, 64, 83, 99]"
"[208, 178, 45, 13, 6]","[60, 77, 92, 100, 121]"
"[90, 94, 80, 74, 70]","[81, 70, 88, 91, 78]"
"[227, 170, 39, 9, 2]","[50, 73, 104, 104, 116]"
"[7, 93, 205, 103, 10]","[99, 77, 50, 92, 100]"
"[18, 106, 199, 86, 10]","[105, 78, 63, 73, 100]"
"[96, 95, 80, 93, 86]","[91, 97, 87, 96, 79]"
"[220, 169, 39, 12, 3]","[70, 57, 108, 97, 111]"
"[82, 98, 87, 92, 91]","[95, 83, 96, 81, 95]"
"[8, 100, 221, 99, 8]","[123, 78, 57, 78, 100]"
"[89, 77, 72, 97, 73]","[83, 87, 86, 69, 83]"
"[81, 88, 86, 86, 100]","[74, 91, 92, 93, 91]"
"[12, 91, 191, 99, 11]","[100, 61, 58, 77, 108]"
"[84, 86, 86, 84, 82]","[89, 96, 80, 88, 69]"
"[227, 153, 44, 11, 7]","[49, 75, 101, 101, 116]"
"[5, 110, 223, 82, 9]","[111, 73, 50, 85, 110]"
"[228, 159, 26, 12, 3]","[45, 57, 107, 112, 107]"
"[14, 96, 211, 107, 10]","[104, 69, 64, 89, 112]"
"[80, 67, 99, 81, 100]","[80, 99, 94, 80, 74]"
"[75, 80, 95, 90, 79]","[87, 75, 74, 90, 93]"
"[7, 79, 218, 104, 1]","[108, 73, 40, 86, 102]"
"[195, 144, 46, 13, 4]","[48, 71, 73, 95, 115]"
"[18, 104, 208, 112, 6]","[112, 85, 55, 81, 115]"
"[84, 89, 66, 98, 83]","[93, 76, 88, 87, 76]"
"[206, 148, 53, 8, 5]","[42, 70, 93, 108, 107]"
"[11, 108, 179, 100, 8]","[98, 70, 64, 86, 88]"
"[185, 167, 43, 8, 4]","[57, 65, 90, 94, 101]"
"[11, 109, 214, 99, 7]","[85, 82, 63, 104, 106]"
"[213, 178, 43, 5, 1]","[59, 61, 114, 101, 105]"
"[75, 78, 94, 78, 79]","[86, 77, 78, 84, 79]"
"[12, 85, 215, 99, 6]","[89, 80, 54, 82, 112]"
"[10, 104, 211, 109, 10]","[102, 94, 53, 89, 106]"
"[8, 117, 212, 94, 6]","[116, 82, 53, 79, 107]"
"[9, 96, 213, 100, 11]","[100, 81, 53, 80, 115]"
"[217, 160, 40, 15, 5]","[59, 69, 92, 118, 99]"
"[205, 157, 40, 6, 3]","[48, 59, 92, 113, 99]"
"[215, 180, 42, 7, 3]","[55, 71, 103, 106, 112]"
"[12, 98, 225, 94, 11]","[110, 73, 56, 85, 116]"
"[6, 109, 202, 104, 8]","[96, 84, 63, 87, 99]"
"[223, 148, 39, 12, 1]","[51, 71, 90, 102, 109]"
"[83, 68, 90, 76, 88]","[77, 91, 73, 78, 86]"
"[185, 156, 49, 13, 5]","[61, 83, 87, 73, 104]"
"[220, 167, 42, 12, 6]","[64, 64, 96, 113, 110]"
"[196, 173, 38, 13, 7]","[62, 53, 100, 117, 95]"
"[198, 153, 44, 15, 6]","[49, 59, 95, 101, 112]"
"[76, 95, 93, 87, 91]","[89, 80, 87, 110, 76]"
"[9, 77, 247, 107, 5]","[107, 94, 55, 90, 99]"
"[195, 164, 41, 3, 6]","[63, 59, 93, 81, 113]"
"[7, 83, 224, 94, 5]","[105, 68, 50, 90, 100]"
"[210, 182, 39, 8, 6]","[66, 63, 107, 101, 108]"
"[84, 79, 77, 101, 101]","[87, 84, 90, 97, 84]"
"[10, 94, 223, 101, 5]","[114, 78, 57, 86, 98]"
"[225, 175, 34, 7, 5]","[50, 67, 100, 125, 104]"
"[11, 114, 213, 94, 9]","[108, 79, 61, 82, 111]"
"[82, 101, 86, 78, 82]","[93, 67, 79, 95, 95]"
"[101, 71, 78, 84, 78]","[82, 85, 80, 78, 87]"
"[97, 94, 72, 87, 83]","[89, 89, 80, 78, 97]"
"[80, 80, 95, 96, 89]","[84, 95, 85, 92, 84]"
"[80, 86, 108, 86, 87]","[95, 98, 74, 86, 94]"
"[10, 107, 204, 107, 10]","[108, 81, 66, 80, 103]"
"[75, 89, 83, 90, 65]","[84, 85, 76, 72, 85]"
"[204, 174, 47, 17, 5]","[54, 57, 109, 116, 111]"
"[6, 103, 215, 96, 5]","[102, 71, 69, 80, 103]"
"[10, 90, 221, 95, 19]","[113, 93, 47, 93, 89]"
"[7, 92, 205, 90, 9]","[96, 68, 45, 77, 117]"
"[182, 171, 42, 11, 4]","[54, 57, 98, 104, 97]"
"[8, 108, 192, 91, 9]","[113, 70, 52, 73, 100]"
"[88, 86, 86, 77, 80]","[77, 88, 102, 74, 76]"
"[97, 89, 86, 74, 98]","[81, 96, 80, 103, 84]"
"[197, 152, 55, 17, 3]","[58, 54, 89, 103, 120]"
"[86, 79, 79, 92, 80]","[79, 86, 79, 84, 88]"
"[86, 89, 95, 96, 79]","[100, 97, 78, 82, 88]"
"[80, 87, 104, 76, 87]","[92, 80, 98, 77, 87]"
"[10, 107, 216, 85, 17]","[106, 87, 57, 85, 100]"
"[202, 157, 52, 9, 7]","[53, 80, 95, 97, 102]"
"[103, 66, 92, 91, 85]","[99, 98, 74, 64, 102]"
"[196, 164, 31, 9, 4]","[58, 58, 82, 97, 109]"
"[14, 97, 211, 102, 12]","[115, 84, 54, 81, 102]"
"[14, 104, 207, 103, 9]","[119, 87, 59, 67, 105]"
"[16, 109, 202, 85, 9]","[92, 92, 62, 93, 82]"
"[87, 77, 94, 89, 94]","[83, 89, 92, 89, 88]"
"[6, 106, 222, 106, 5]","[117, 78, 57, 81, 112]"
"[208, 154, 34, 5, 3]","[52, 62, 89, 99, 102]"
"[185, 167, 43, 6, 5]","[52, 64, 101, 95, 94]"
"[224, 150, 32, 15, 1]","[49, 68, 102, 99, 104]"
"[89, 80, 76, 80, 81]","[91, 81, 74, 71, 89]"
"[16, 112, 186, 99, 7]","[103, 83, 58, 79, 97]"
"[202, 159, 51, 16, 2]","[63, 65, 80, 117, 105]"
"[79, 69, 82, 89, 85]","[89, 76, 71, 79, 89]"
"[91, 100, 68, 90, 85]","[93, 88, 88, 81, 84]"
"[172, 171, 45, 9, 6]","[58, 60, 92, 100, 93]"
"[213, 141, 53, 14, 3]","[55, 77, 93, 97, 102]"
"[94, 85, 90, 86, 83]","[93, 85, 94, 82, 84]"
"[8, 96, 208, 100, 8]","[98, 72, 48, 84, 118]"
"[194, 185, 52, 13, 6]","[60, 74, 113, 108, 95]"
"[5, 92, 193, 108, 6]","[101, 76, 50, 72, 105]"
"[201, 143, 42, 11, 4]","[36, 65, 107, 89, 104]"
"[9, 98, 226, 99, 8]","[110, 89, 49, 86, 106]"
"[3, 79, 225, 93, 10]","[92, 98, 51, 73, 96]"
"[12, 102, 222, 94, 10]","[101, 90, 59, 84, 106]"
"[84, 82, 82, 94, 88]","[105, 75, 90, 81, 79]"
"[93, 80, 81, 84, 72]","[93, 81, 78, 70, 88]"
"[212, 140, 45, 19, 7]","[61, 75, 90, 94, 103]"
"[193, 146, 48, 15, 3]","[48, 82, 85, 96, 94]"
"[95, 90, 79, 69, 79]","[68, 89, 74, 89, 92]"
"[99, 69, 68, 85, 105]","[78, 97, 75, 82, 94]"
"[84, 84, 77, 93, 78]","[81, 86, 88, 72, 89]"
"[191, 145, 43, 13, 8]","[55, 76, 78, 87, 104]"
"[7, 88, 247, 98, 8]","[103, 99, 50, 81, 115]"
"[11, 90, 212, 87, 9]","[105, 83, 50, 82, 89]"
"[9, 109, 197, 88, 7]","[107, 69, 59, 80, 95]"
"[9, 98, 218, 86, 11]","[99, 75, 42, 81, 125]"
"[73, 111, 85, 88, 91]","[101, 86, 82, 109, 70]"
"[8, 98, 213, 106, 7]","[105, 92, 56, 70, 109]"
"[12, 84, 193, 108, 13]","[110, 88, 55, 65, 92]"
"[200, 178, 46, 7, 1]","[46, 83, 87, 119, 97]"
"[227, 153, 54, 16, 0]","[45, 81, 111, 120, 93]"
"[201, 152, 53, 13, 7]","[57, 66, 91, 113, 99]"
"[188, 151, 46, 19, 6]","[58, 66, 92, 96, 98]"
"[191, 159, 35, 11, 4]","[54, 63, 85, 98, 100]"
"[100, 80, 82, 69, 82]","[73, 76, 96, 82, 86]"
"[71, 96, 87, 92, 87]","[101, 82, 91, 69, 90]"
"[6, 90, 206, 106, 11]","[100, 99, 48, 75, 97]"
"[86, 87, 94, 77, 64]","[81, 79, 79, 81, 88]"
"[80, 72, 95, 93, 67]","[85, 79, 82, 78, 83]"
"[8, 99, 201, 95, 8]","[80, 99, 63, 74, 95]"
"[87, 83, 69, 89, 79]","[82, 84, 92, 86, 63]"
"[12, 87, 209, 103, 7]","[104, 84, 51, 65, 114]"
