tgt,src
"[225, 168, 40, 9, 5]","[65, 61, 101, 109, 111]"
"[9, 93, 222, 88, 9]","[110, 85, 38, 92, 96]"
"[7, 86, 208, 111, 8]","[94, 89, 59, 71, 107]"
"[4, 93, 220, 99, 4]","[102, 78, 43, 90, 107]"
"[96, 83, 81, 71, 78]","[98, 77, 75, 92, 67]"
"[224, 153, 50, 17, 0]","[63, 77, 99, 100, 105]"
"[87, 83, 77, 95, 96]","[82, 99, 84, 88, 85]"
"[204, 169, 52, 16, 7]","[52, 64, 109, 106, 117]"
"[219, 175, 42, 9, 2]","[62, 60, 99, 117, 109]"
"[240, 154, 46, 8, 2]","[41, 75, 107, 111, 116]"
"[10, 78, 221, 105, 16]","[113, 91, 45, 69, 112]"
"[9, 109, 190, 99, 5]","[107, 85, 52, 82, 86]"
"[7, 97, 198, 100, 5]","[108, 78, 51, 72, 98]"
"[213, 145, 53, 15, 3]","[53, 56, 92, 111, 117]"
"[8, 101, 200, 96, 5]","[115, 77, 58, 75, 85]"
"[84, 97, 87, 99, 83]","[97, 88, 107, 68, 90]"
"[6, 101, 219, 83, 10]","[103, 83, 50, 87, 96]"
"[12, 97, 218, 85, 11]","[109, 89, 44, 80, 101]"
"[92, 94, 77, 66, 73]","[72, 80, 82, 74, 94]"
"[192, 145, 51, 15, 2]","[47, 61, 95, 96, 106]"
"[79, 79, 76, 81, 91]","[95, 81, 86, 66, 78]"
"[15, 106, 205, 93, 13]","[94, 82, 63, 91, 102]"
"[84, 79, 96, 84, 76]","[75, 88, 83, 86, 87]"
"[83, 75, 74, 89, 94]","[81, 93, 87, 78, 76]"
"[74, 87, 82, 80, 86]","[85, 77, 90, 73, 84]"
"[82, 92, 85, 79, 82]","[79, 88, 83, 74, 96]"
"[191, 160, 47, 14, 1]","[55, 59, 89, 102, 108]"
"[82, 83, 86, 99, 81]","[94, 96, 75, 83, 83]"
"[3, 112, 200, 101, 7]","[92, 85, 58, 83, 105]"
"[207, 148, 37, 11, 3]","[56, 58, 88, 99, 105]"
"[207, 182, 40, 10, 1]","[60, 79, 97, 106, 98]"
"[77, 77, 93, 106, 77]","[91, 98, 78, 89, 74]"
"[81, 94, 97, 93, 82]","[92, 85, 93, 83, 94]"
"[92, 83, 80, 77, 107]","[101, 71, 85, 87, 95]"
"[205, 159, 38, 19, 4]","[63, 67, 87, 102, 106]"
"[76, 94, 104, 64, 98]","[103, 83, 95, 87, 68]"
"[86, 67, 85, 76, 87]","[77, 88, 84, 88, 64]"
"[204, 166, 33, 10, 6]","[57, 62, 106, 88, 106]"
"[77, 93, 79, 87, 72]","[84, 74, 84, 79, 87]"
"[243, 141, 48, 9, 7]","[56, 70, 99, 116, 107]"
"[212, 167, 40, 11, 4]","[52, 63, 101, 105, 113]"
"[215, 143, 53, 11, 2]","[49, 62, 97, 106, 110]"
"[9, 101, 219, 86, 13]","[110, 79, 47, 83, 109]"
"[207, 173, 37, 11, 3]","[64, 57, 84, 118, 108]"
"[83, 81, 81, 80, 90]","[83, 78, 87, 87, 80]"
"[78, 92, 75, 91, 92]","[88, 85, 90, 79, 86]"
"[87, 87, 86, 87, 92]","[81, 84, 79, 103, 92]"
"[215, 162, 44, 10, 1]","[62, 62, 86, 117, 105]"
"[76, 94, 79, 82, 95]","[97, 89, 86, 78, 76]"
"[207, 162, 39, 6, 2]","[49, 67, 111, 97, 92]"
"[83, 77, 88, 87, 73]","[85, 76, 91, 64, 92]"
"[200, 158, 35, 7, 2]","[47, 57, 105, 95, 98]"
"[7, 92, 199, 94, 8]","[102, 82, 58, 78, 80]"
"[94, 90, 73, 93, 76]","[91, 83, 74, 94, 84]"
"[17, 97, 176, 102, 11]","[105, 74, 65, 60, 99]"
"[83, 98, 92, 83, 79]","[92, 81, 97, 89, 76]"
"[81, 90, 81, 85, 78]","[88, 74, 80, 88, 85]"
"[230, 160, 42, 12, 6]","[46, 58, 95, 134, 117]"
"[11, 123, 197, 93, 8]","[118, 85, 54, 69, 106]"
"[184, 203, 42, 9, 1]","[65, 54, 102, 115, 103]"
"[8, 89, 202, 99, 16]","[122, 72, 57, 81, 82]"
"[3, 95, 217, 88, 15]","[107, 84, 41, 74, 112]"
"[5, 110, 217, 88, 13]","[103, 79, 51, 82, 118]"
"[15, 97, 216, 101, 8]","[87, 98, 57, 72, 123]"
"[91, 84, 84, 86, 84]","[70, 89, 92, 83, 95]"
"[8, 106, 201, 110, 11]","[107, 79, 69, 72, 109]"
"[104, 106, 82, 82, 76]","[93, 73, 91, 92, 101]"
"[5, 76, 224, 91, 8]","[109, 81, 47, 65, 102]"
"[208, 165, 40, 10, 4]","[54, 49, 109, 103, 112]"
"[5, 88, 237, 105, 9]","[119, 67, 49, 92, 117]"
"[202, 161, 35, 14, 4]","[50, 63, 73, 119, 111]"
"[8, 99, 208, 110, 9]","[120, 90, 66, 64, 94]"
"[204, 142, 41, 12, 3]","[43, 73, 88, 94, 104]"
"[11, 89, 217, 96, 10]","[107, 62, 57, 77, 120]"
"[94, 78, 83, 100, 75]","[85, 102, 84, 82, 77]"
"[11, 95, 201, 102, 7]","[97, 79, 56, 84, 100]"
"[88, 91, 89, 87, 93]","[100, 79, 91, 92, 86]"
"[219, 160, 46, 15, 7]","[51, 79, 94, 108, 115]"
"[194, 163, 54, 14, 1]","[54, 71, 86, 113, 102]"
"[11, 108, 203, 106, 15]","[119, 78, 52, 88, 106]"
"[85, 77, 88, 82, 71]","[78, 79, 75, 84, 87]"
"[97, 81, 84, 64, 94]","[73, 94, 86, 93, 74]"
"[16, 99, 205, 105, 10]","[104, 84, 59, 82, 106]"
"[8, 83, 210, 102, 9]","[103, 91, 46, 89, 83]"
"[210, 149, 45, 10, 3]","[48, 62, 106, 103, 98]"
"[13, 90, 223, 86, 11]","[101, 81, 51, 92, 98]"
"[7, 80, 218, 88, 8]","[90, 78, 48, 76, 109]"
"[196, 145, 46, 13, 5]","[52, 60, 96, 109, 88]"
"[14, 99, 214, 106, 8]","[117, 94, 57, 71, 102]"
"[89, 87, 88, 73, 77]","[77, 79, 82, 91, 85]"
"[5, 102, 220, 102, 10]","[113, 96, 51, 77, 102]"
"[8, 112, 194, 92, 15]","[105, 85, 43, 86, 102]"
"[215, 153, 61, 14, 5]","[57, 80, 89, 110, 112]"
"[204, 143, 47, 11, 5]","[55, 66, 78, 112, 99]"
"[84, 101, 94, 85, 77]","[93, 80, 81, 84, 103]"
"[239, 155, 42, 10, 2]","[58, 78, 86, 118, 108]"
"[80, 82, 90, 80, 91]","[85, 89, 85, 88, 76]"
"[5, 102, 198, 104, 3]","[101, 78, 50, 77, 106]"
"[6, 86, 238, 87, 9]","[90, 92, 52, 87, 105]"
"[202, 146, 42, 13, 5]","[58, 72, 90, 87, 101]"
"[81, 79, 83, 80, 90]","[80, 99, 79, 87, 68]"
"[90, 83, 82, 102, 76]","[92, 84, 77, 82, 98]"
"[210, 162, 46, 14, 10]","[59, 66, 97, 109, 111]"
"[15, 103, 198, 87, 9]","[103, 68, 53, 78, 110]"
"[7, 99, 225, 84, 13]","[101, 78, 52, 80, 117]"
"[78, 75, 84, 83, 85]","[84, 76, 91, 82, 72]"
"[86, 75, 76, 72, 101]","[78, 86, 94, 82, 70]"
"[231, 138, 33, 6, 5]","[50, 57, 107, 100, 99]"
"[14, 95, 195, 89, 13]","[100, 72, 52, 75, 107]"
"[214, 163, 44, 12, 3]","[39, 56, 103, 112, 126]"
"[67, 86, 96, 91, 76]","[91, 91, 74, 79, 81]"
"[7, 102, 209, 110, 14]","[111, 82, 52, 80, 117]"
"[17, 90, 194, 108, 12]","[111, 87, 60, 76, 87]"
"[16, 119, 187, 103, 10]","[121, 68, 57, 80, 109]"
"[11, 91, 216, 89, 5]","[103, 86, 54, 65, 104]"
"[9, 97, 237, 90, 2]","[108, 87, 49, 89, 102]"
"[90, 82, 91, 85, 88]","[82, 104, 87, 88, 75]"
"[198, 149, 53, 5, 1]","[47, 72, 84, 96, 107]"
"[91, 101, 89, 79, 71]","[78, 87, 86, 84, 96]"
"[210, 180, 40, 14, 6]","[63, 71, 105, 119, 92]"
"[85, 86, 79, 91, 98]","[87, 81, 103, 90, 78]"
"[184, 155, 52, 13, 1]","[60, 58, 95, 97, 95]"
"[199, 151, 30, 18, 5]","[52, 66, 88, 98, 99]"
"[216, 158, 29, 10, 4]","[51, 63, 100, 107, 96]"
"[92, 97, 91, 78, 81]","[94, 84, 88, 87, 86]"
"[204, 157, 43, 9, 9]","[60, 58, 99, 101, 104]"
"[194, 175, 40, 11, 5]","[69, 62, 98, 85, 111]"
"[11, 102, 176, 106, 7]","[111, 63, 66, 63, 99]"
"[99, 80, 92, 93, 80]","[80, 96, 85, 99, 84]"
"[89, 80, 87, 79, 93]","[94, 78, 83, 80, 93]"
"[89, 84, 83, 72, 108]","[92, 72, 92, 96, 84]"
"[222, 161, 36, 14, 3]","[55, 62, 107, 106, 106]"
"[210, 157, 41, 15, 3]","[57, 67, 79, 110, 113]"
"[200, 175, 37, 10, 3]","[65, 60, 88, 89, 123]"
"[72, 83, 86, 77, 85]","[102, 93, 66, 75, 67]"
"[80, 85, 81, 72, 85]","[83, 86, 64, 89, 81]"
"[77, 71, 100, 80, 89]","[76, 91, 81, 81, 88]"
"[4, 100, 220, 87, 11]","[101, 94, 48, 85, 94]"
"[194, 159, 36, 8, 3]","[50, 68, 86, 107, 89]"
"[209, 148, 45, 5, 4]","[46, 63, 83, 114, 105]"
"[99, 81, 83, 78, 87]","[86, 86, 92, 88, 76]"
"[82, 100, 88, 105, 75]","[86, 84, 99, 91, 90]"
"[10, 109, 175, 101, 13]","[85, 78, 53, 80, 112]"
"[94, 90, 91, 87, 82]","[81, 95, 81, 94, 93]"
"[5, 101, 217, 86, 5]","[103, 93, 50, 65, 103]"
"[8, 82, 247, 103, 5]","[106, 98, 48, 78, 115]"
"[13, 105, 197, 100, 14]","[109, 76, 55, 86, 103]"
"[73, 81, 77, 96, 88]","[87, 80, 81, 88, 79]"
"[81, 76, 88, 89, 76]","[78, 89, 82, 70, 91]"
"[215, 146, 31, 9, 2]","[52, 66, 92, 96, 97]"
"[181, 178, 42, 4, 6]","[57, 64, 103, 94, 93]"
"[91, 70, 76, 77, 88]","[78, 80, 89, 69, 86]"
"[90, 85, 90, 79, 84]","[88, 87, 90, 84, 79]"
"[203, 169, 34, 10, 3]","[47, 62, 105, 96, 109]"
"[92, 97, 71, 74, 79]","[78, 73, 102, 78, 82]"
"[216, 153, 42, 14, 1]","[52, 61, 98, 108, 107]"
"[7, 99, 189, 95, 10]","[96, 85, 61, 64, 94]"
"[10, 105, 183, 93, 9]","[97, 54, 57, 91, 101]"
"[83, 92, 88, 67, 100]","[88, 82, 85, 90, 85]"
"[209, 157, 48, 8, 4]","[61, 75, 92, 95, 103]"
"[226, 159, 44, 10, 5]","[59, 71, 110, 95, 109]"
"[78, 82, 86, 86, 97]","[87, 84, 84, 92, 82]"
"[80, 87, 85, 88, 94]","[73, 90, 96, 78, 97]"
"[15, 103, 222, 81, 14]","[100, 82, 51, 89, 113]"
"[84, 93, 85, 81, 88]","[86, 80, 84, 92, 89]"
"[85, 78, 69, 100, 88]","[79, 84, 96, 89, 72]"
"[203, 153, 40, 14, 5]","[53, 53, 96, 101, 112]"
"[79, 87, 73, 80, 84]","[92, 71, 74, 81, 85]"
"[188, 156, 42, 12, 2]","[58, 65, 91, 92, 94]"
"[11, 113, 192, 98, 24]","[109, 75, 67, 82, 105]"
"[81, 97, 75, 95, 93]","[96, 84, 84, 79, 98]"
"[201, 177, 38, 10, 3]","[52, 61, 114, 95, 107]"
"[8, 98, 190, 106, 9]","[101, 78, 52, 83, 97]"
"[94, 81, 88, 71, 90]","[96, 99, 78, 79, 72]"
"[77, 102, 67, 96, 87]","[93, 84, 82, 88, 82]"
"[6, 98, 190, 106, 7]","[99, 63, 62, 82, 101]"
"[230, 154, 35, 10, 4]","[50, 82, 92, 103, 106]"
"[213, 164, 44, 15, 1]","[46, 73, 101, 118, 99]"
"[11, 110, 200, 119, 10]","[97, 91, 72, 73, 117]"
"[17, 91, 217, 88, 12]","[107, 90, 43, 100, 85]"
"[87, 77, 95, 93, 92]","[92, 79, 100, 85, 88]"
"[80, 68, 88, 100, 85]","[80, 100, 84, 77, 80]"
"[89, 80, 100, 67, 92]","[89, 82, 84, 88, 85]"
"[11, 98, 200, 95, 7]","[85, 92, 59, 67, 108]"
"[194, 141, 49, 16, 6]","[59, 72, 67, 101, 107]"
"[84, 83, 106, 85, 79]","[97, 83, 84, 93, 80]"
"[210, 157, 37, 12, 3]","[43, 70, 103, 95, 108]"
"[196, 153, 50, 8, 5]","[50, 65, 97, 122, 78]"
"[13, 84, 204, 95, 9]","[104, 78, 44, 74, 105]"
"[89, 74, 78, 86, 92]","[96, 81, 73, 84, 85]"
"[91, 75, 83, 90, 94]","[79, 86, 93, 92, 83]"
"[199, 174, 41, 17, 10]","[61, 70, 110, 99, 101]"
"[215, 159, 49, 4, 3]","[54, 66, 84, 106, 120]"
"[13, 87, 232, 98, 18]","[107, 95, 50, 85, 111]"
"[215, 148, 40, 11, 3]","[56, 71, 106, 75, 109]"
"[87, 97, 79, 87, 97]","[111, 97, 92, 75, 72]"
"[17, 102, 200, 88, 20]","[102, 97, 53, 80, 95]"
"[14, 100, 201, 98, 7]","[103, 82, 50, 81, 104]"
"[86, 87, 94, 69, 99]","[95, 79, 84, 88, 89]"
"[213, 150, 42, 8, 5]","[41, 55, 104, 122, 96]"
"[194, 159, 41, 14, 5]","[47, 64, 94, 105, 103]"
"[8, 90, 220, 89, 7]","[108, 76, 39, 95, 96]"
"[202, 165, 44, 12, 10]","[73, 67, 102, 98, 93]"
"[13, 103, 218, 90, 14]","[124, 78, 66, 80, 90]"
"[11, 93, 209, 98, 10]","[89, 83, 64, 87, 98]"
"[8, 99, 211, 86, 8]","[104, 66, 57, 89, 96]"
"[200, 166, 45, 13, 4]","[65, 77, 90, 102, 94]"
"[223, 154, 28, 10, 3]","[36, 80, 92, 114, 96]"
"[84, 78, 81, 101, 76]","[77, 87, 85, 74, 97]"
"[67, 88, 85, 87, 80]","[83, 85, 77, 81, 81]"
"[80, 101, 98, 65, 68]","[81, 85, 74, 82, 90]"
"[192, 169, 43, 18, 2]","[61, 69, 90, 107, 97]"
"[6, 97, 231, 96, 17]","[120, 86, 56, 83, 102]"
"[13, 104, 195, 101, 16]","[97, 82, 65, 86, 99]"
"[230, 163, 40, 12, 5]","[52, 73, 100, 117, 108]"
"[198, 141, 49, 9, 4]","[48, 66, 94, 92, 101]"
"[192, 172, 51, 11, 5]","[60, 64, 102, 94, 111]"
"[216, 153, 38, 14, 6]","[54, 55, 118, 103, 97]"
"[221, 156, 40, 13, 8]","[52, 72, 94, 108, 112]"
"[177, 165, 50, 13, 5]","[51, 55, 98, 105, 101]"
"[11, 97, 206, 95, 13]","[114, 84, 53, 75, 96]"
"[71, 89, 89, 81, 84]","[89, 79, 86, 83, 77]"
"[9, 112, 226, 83, 11]","[93, 83, 53, 102, 110]"
"[3, 100, 226, 111, 8]","[129, 85, 51, 76, 107]"
"[67, 75, 95, 74, 94]","[92, 73, 72, 86, 82]"
"[7, 105, 211, 87, 9]","[115, 76, 48, 83, 97]"
"[10, 95, 242, 91, 5]","[124, 91, 42, 76, 110]"
"[82, 69, 88, 93, 86]","[80, 78, 97, 82, 81]"
"[7, 96, 211, 88, 16]","[96, 75, 43, 97, 107]"
"[85, 73, 118, 73, 94]","[89, 104, 68, 99, 83]"
"[81, 84, 77, 94, 74]","[90, 82, 83, 69, 86]"
"[83, 90, 72, 97, 77]","[87, 70, 98, 87, 77]"
"[201, 161, 42, 7, 8]","[59, 77, 87, 88, 108]"
"[93, 94, 92, 94, 70]","[86, 94, 83, 83, 97]"
"[81, 77, 95, 93, 102]","[88, 90, 92, 79, 99]"
"[81, 86, 82, 75, 85]","[80, 78, 82, 71, 98]"
"[97, 84, 71, 102, 92]","[86, 91, 89, 94, 86]"
"[15, 123, 182, 114, 14]","[115, 74, 73, 66, 120]"
"[216, 164, 39, 8, 6]","[46, 71, 103, 115, 98]"
"[82, 87, 82, 82, 68]","[78, 71, 89, 74, 89]"
"[87, 88, 91, 107, 70]","[83, 94, 97, 89, 80]"
"[10, 90, 215, 96, 15]","[115, 70, 60, 81, 100]"
"[213, 165, 51, 6, 5]","[58, 85, 107, 95, 95]"
"[88, 80, 75, 87, 79]","[87, 68, 91, 70, 93]"
"[85, 78, 78, 75, 103]","[82, 72, 78, 101, 86]"
"[79, 85, 79, 96, 98]","[97, 84, 83, 95, 78]"
"[92, 87, 83, 101, 83]","[90, 86, 106, 77, 87]"
"[198, 142, 53, 8, 8]","[57, 71, 96, 95, 90]"
"[203, 168, 41, 3, 9]","[60, 57, 88, 103, 116]"
"[91, 90, 87, 83, 70]","[81, 86, 88, 85, 81]"
"[68, 87, 87, 91, 85]","[84, 90, 80, 66, 98]"
"[82, 73, 75, 86, 89]","[88, 84, 73, 81, 79]"
"[95, 73, 104, 98, 72]","[94, 87, 86, 92, 83]"
"[10, 100, 209, 97, 13]","[114, 81, 46, 87, 101]"
"[92, 82, 88, 70, 93]","[81, 90, 91, 78, 85]"
"[9, 108, 205, 87, 10]","[100, 77, 50, 69, 123]"
"[11, 85, 185, 112, 9]","[101, 81, 61, 70, 89]"
"[12, 101, 196, 98, 12]","[106, 70, 69, 77, 97]"
"[5, 99, 230, 103, 8]","[103, 79, 57, 94, 112]"
"[85, 69, 78, 80, 88]","[89, 89, 87, 63, 72]"
"[11, 102, 188, 111, 14]","[108, 87, 53, 86, 92]"
"[201, 171, 42, 10, 4]","[59, 59, 94, 108, 108]"
"[207, 138, 42, 11, 4]","[57, 54, 92, 100, 99]"
"[70, 95, 81, 91, 92]","[85, 98, 72, 77, 97]"
"[82, 89, 93, 75, 73]","[83, 79, 70, 90, 90]"
"[11, 84, 208, 100, 10]","[122, 72, 48, 73, 98]"
"[221, 168, 43, 14, 2]","[63, 56, 115, 109, 105]"
"[87, 85, 67, 94, 107]","[102, 77, 88, 84, 89]"
"[220, 162, 50, 6, 5]","[61, 68, 108, 106, 100]"
"[200, 160, 37, 5, 3]","[44, 61, 84, 116, 100]"
"[4, 87, 229, 88, 8]","[117, 82, 35, 83, 99]"
"[86, 75, 82, 89, 82]","[82, 91, 81, 85, 75]"
"[82, 91, 91, 88, 88]","[84, 88, 89, 86, 93]"
"[7, 96, 203, 96, 18]","[100, 73, 55, 81, 111]"
"[197, 180, 45, 13, 2]","[49, 64, 106, 111, 107]"
"[13, 94, 201, 90, 14]","[98, 89, 48, 82, 95]"
"[196, 173, 37, 13, 2]","[56, 81, 88, 94, 102]"
"[191, 153, 40, 11, 5]","[67, 75, 87, 79, 92]"
"[11, 103, 196, 107, 10]","[98, 75, 61, 77, 116]"
"[101, 85, 77, 87, 91]","[71, 100, 87, 102, 81]"
"[210, 156, 38, 14, 2]","[41, 70, 92, 101, 116]"
"[100, 69, 87, 93, 88]","[79, 97, 81, 101, 79]"
"[17, 94, 206, 88, 10]","[95, 91, 51, 84, 94]"
"[214, 140, 53, 16, 4]","[65, 79, 89, 97, 97]"
"[82, 87, 76, 78, 81]","[81, 78, 77, 82, 86]"
"[90, 79, 82, 90, 79]","[85, 86, 75, 91, 83]"
"[98, 79, 98, 81, 92]","[83, 92, 91, 90, 92]"
"[20, 105, 210, 93, 10]","[99, 82, 57, 89, 111]"
"[11, 106, 230, 78, 4]","[90, 84, 53, 90, 112]"
"[88, 82, 90, 75, 75]","[87, 91, 83, 75, 74]"
"[16, 98, 215, 104, 16]","[116, 88, 42, 79, 124]"
"[207, 170, 49, 7, 6]","[58, 79, 101, 95, 106]"
"[75, 95, 74, 81, 104]","[96, 98, 81, 79, 75]"
"[7, 95, 230, 91, 6]","[104, 87, 62, 75, 101]"
"[15, 101, 199, 93, 5]","[104, 87, 48, 76, 98]"
"[77, 96, 87, 82, 85]","[85, 74, 95, 105, 68]"
"[75, 98, 89, 86, 96]","[101, 83, 89, 76, 95]"
"[11, 92, 225, 88, 10]","[118, 81, 56, 76, 95]"
"[88, 83, 75, 84, 87]","[92, 81, 94, 73, 77]"
"[10, 107, 191, 105, 13]","[108, 79, 65, 84, 90]"
"[7, 102, 210, 105, 12]","[111, 69, 41, 89, 126]"
"[197, 145, 46, 15, 5]","[55, 59, 88, 100, 106]"
"[202, 146, 43, 8, 1]","[45, 68, 84, 94, 109]"
"[228, 160, 39, 17, 5]","[58, 88, 97, 106, 100]"
"[101, 89, 88, 73, 63]","[78, 94, 69, 87, 86]"
"[195, 154, 43, 11, 7]","[51, 71, 98, 89, 101]"
"[10, 86, 194, 108, 10]","[99, 70, 54, 84, 101]"
"[84, 83, 81, 107, 71]","[85, 87, 91, 74, 89]"
"[11, 90, 211, 116, 8]","[113, 80, 56, 82, 105]"
"[218, 154, 48, 6, 4]","[61, 63, 89, 107, 110]"
"[10, 87, 201, 118, 8]","[99, 82, 50, 87, 106]"
"[75, 102, 80, 86, 93]","[89, 98, 78, 79, 92]"
"[14, 111, 194, 104, 6]","[104, 90, 53, 77, 105]"
"[6, 86, 236, 107, 7]","[100, 94, 49, 79, 120]"
"[196, 148, 45, 12, 4]","[55, 59, 99, 83, 109]"
"[8, 84, 227, 87, 10]","[109, 68, 58, 74, 107]"
"[10, 88, 203, 90, 12]","[104, 81, 50, 71, 97]"
"[8, 96, 225, 92, 6]","[106, 82, 53, 85, 101]"
"[194, 165, 40, 15, 2]","[59, 60, 88, 103, 106]"
"[84, 92, 96, 78, 83]","[82, 85, 85, 88, 93]"
"[87, 89, 87, 98, 67]","[73, 83, 87, 85, 100]"
"[11, 90, 217, 111, 16]","[122, 88, 58, 89, 88]"
"[87, 68, 91, 86, 93]","[85, 84, 83, 88, 85]"
"[10, 93, 205, 91, 5]","[90, 84, 51, 88, 91]"
"[200, 173, 51, 15, 3]","[61, 57, 101, 105, 118]"
"[103, 82, 80, 90, 78]","[82, 86, 92, 84, 89]"
"[8, 95, 201, 99, 13]","[99, 96, 42, 76, 103]"
"[208, 173, 34, 19, 7]","[56, 69, 113, 103, 100]"
"[86, 94, 83, 88, 88]","[82, 75, 99, 90, 93]"
"[12, 99, 222, 79, 10]","[112, 82, 51, 85, 92]"
"[87, 80, 80, 66, 91]","[88, 88, 73, 76, 79]"
"[203, 165, 57, 12, 3]","[51, 67, 106, 98, 118]"
"[72, 72, 91, 80, 86]","[80, 90, 88, 70, 73]"
"[81, 86, 80, 93, 92]","[84, 98, 79, 91, 80]"
"[13, 98, 206, 81, 12]","[93, 65, 54, 83, 115]"
"[225, 148, 38, 17, 5]","[59, 61, 100, 94, 119]"
"[221, 154, 46, 7, 2]","[55, 56, 102, 110, 107]"
"[216, 140, 39, 11, 3]","[49, 71, 97, 90, 102]"
"[194, 155, 43, 7, 2]","[60, 56, 93, 99, 93]"
"[224, 148, 34, 9, 4]","[46, 70, 108, 102, 93]"
"[81, 88, 80, 85, 74]","[78, 76, 89, 72, 93]"
"[15, 93, 213, 101, 16]","[99, 90, 62, 78, 109]"
"[94, 79, 81, 92, 87]","[95, 81, 88, 74, 95]"
"[214, 172, 45, 10, 1]","[56, 69, 104, 107, 106]"
"[10, 107, 195, 110, 11]","[122, 75, 67, 81, 88]"
"[86, 70, 80, 74, 92]","[86, 82, 72, 76, 86]"
"[196, 169, 49, 9, 11]","[56, 53, 86, 124, 115]"
"[14, 101, 198, 93, 7]","[101, 89, 51, 68, 104]"
"[8, 98, 223, 95, 3]","[99, 84, 49, 81, 114]"
"[217, 140, 30, 7, 8]","[45, 52, 87, 112, 106]"
"[5, 118, 225, 91, 8]","[116, 75, 56, 84, 116]"
"[18, 84, 186, 111, 13]","[116, 69, 63, 73, 91]"
"[222, 156, 40, 15, 4]","[52, 80, 93, 93, 119]"
"[15, 97, 194, 94, 10]","[115, 79, 58, 70, 88]"
"[8, 89, 198, 103, 7]","[97, 77, 56, 74, 101]"
"[14, 88, 185, 113, 8]","[102, 78, 59, 66, 103]"
"[12, 99, 222, 79, 14]","[102, 70, 52, 98, 104]"
"[75, 90, 91, 71, 83]","[96, 86, 78, 81, 69]"
"[81, 91, 71, 80, 88]","[82, 94, 84, 80, 71]"
"[210, 147, 37, 10, 7]","[39, 65, 107, 111, 89]"
"[17, 88, 212, 100, 13]","[94, 87, 57, 88, 104]"
"[78, 97, 85, 93, 94]","[94, 99, 78, 93, 83]"
"[183, 170, 62, 11, 9]","[57, 79, 91, 120, 88]"
"[199, 148, 41, 12, 6]","[44, 62, 100, 113, 87]"
"[219, 157, 47, 17, 6]","[61, 71, 109, 97, 108]"
"[78, 96, 82, 116, 70]","[104, 78, 92, 73, 95]"
"[70, 78, 69, 93, 90]","[84, 79, 83, 75, 79]"
"[74, 86, 99, 75, 85]","[89, 85, 85, 66, 94]"
"[96, 71, 80, 75, 78]","[67, 67, 103, 75, 88]"
"[88, 82, 85, 80, 71]","[81, 69, 81, 68, 107]"
"[13, 97, 208, 96, 15]","[117, 76, 53, 75, 108]"
"[216, 149, 50, 15, 3]","[45, 72, 99, 98, 119]"
"[207, 162, 47, 10, 3]","[43, 73, 107, 97, 109]"
"[202, 161, 32, 15, 1]","[46, 75, 96, 99, 95]"
"[88, 88, 89, 83, 83]","[89, 82, 91, 93, 76]"
"[79, 92, 82, 77, 85]","[87, 94, 84, 77, 73]"
"[203, 182, 40, 6, 2]","[64, 60, 88, 109, 112]"
"[12, 105, 218, 97, 12]","[101, 102, 56, 79, 106]"
"[10, 84, 213, 94, 11]","[87, 96, 48, 80, 101]"
"[86, 68, 85, 96, 97]","[72, 73, 108, 94, 85]"
"[196, 157, 38, 12, 3]","[39, 53, 95, 107, 112]"
"[89, 76, 82, 81, 95]","[84, 79, 87, 88, 85]"
"[8, 100, 193, 99, 13]","[92, 87, 50, 89, 95]"
"[11, 81, 238, 94, 8]","[114, 88, 60, 70, 100]"
"[86, 77, 82, 88, 89]","[91, 85, 92, 92, 62]"
"[9, 94, 216, 95, 13]","[101, 77, 51, 97, 101]"
"[5, 103, 239, 92, 10]","[109, 96, 48, 88, 108]"
"[190, 174, 59, 14, 4]","[60, 66, 104, 104, 107]"
"[8, 111, 217, 102, 9]","[101, 90, 54, 84, 118]"
"[80, 87, 96, 85, 78]","[87, 89, 85, 79, 86]"
"[199, 148, 48, 12, 3]","[41, 75, 94, 107, 93]"
"[5, 98, 211, 100, 9]","[103, 81, 53, 81, 105]"
"[11, 100, 210, 87, 14]","[83, 102, 54, 86, 97]"
"[7, 108, 217, 109, 7]","[107, 115, 51, 76, 99]"
"[219, 157, 32, 11, 6]","[61, 64, 87, 121, 92]"
"[192, 157, 44, 9, 4]","[53, 62, 102, 89, 100]"
"[9, 91, 240, 89, 12]","[117, 89, 46, 71, 118]"
"[97, 95, 89, 80, 73]","[93, 84, 83, 81, 93]"
"[6, 93, 208, 94, 5]","[111, 74, 49, 70, 102]"
"[197, 178, 39, 13, 4]","[63, 61, 100, 95, 112]"
"[8, 106, 198, 108, 5]","[103, 81, 59, 80, 102]"
"[188, 161, 39, 13, 6]","[52, 55, 92, 94, 114]"
"[5, 96, 213, 97, 5]","[101, 71, 56, 72, 116]"
"[226, 152, 36, 11, 3]","[60, 67, 80, 116, 105]"
"[77, 85, 103, 76, 86]","[88, 78, 81, 91, 89]"
"[74, 91, 92, 89, 91]","[86, 82, 90, 98, 81]"
"[182, 191, 50, 15, 7]","[66, 68, 110, 93, 108]"
"[227, 154, 44, 8, 8]","[50, 73, 113, 108, 97]"
"[196, 158, 46, 12, 5]","[61, 58, 89, 103, 106]"
"[9, 106, 206, 89, 9]","[103, 74, 57, 69, 116]"
"[81, 93, 75, 92, 96]","[85, 88, 89, 85, 90]"
