tgt,src
"[213, 162, 47, 17, 2]","[49, 76, 95, 106, 115]"
"[201, 161, 42, 7, 8]","[59, 77, 87, 88, 108]"
"[7, 89, 204, 100, 5]","[110, 79, 39, 66, 111]"
"[88, 90, 100, 66, 96]","[74, 92, 86, 93, 95]"
"[86, 77, 97, 73, 98]","[90, 89, 79, 97, 76]"
"[93, 94, 92, 94, 70]","[86, 94, 83, 83, 97]"
"[76, 76, 82, 81, 92]","[83, 81, 85, 84, 74]"
"[8, 96, 227, 92, 10]","[97, 107, 42, 80, 107]"
"[10, 99, 220, 100, 9]","[97, 92, 65, 80, 104]"
"[227, 162, 41, 7, 3]","[45, 76, 113, 114, 92]"
"[90, 81, 90, 93, 81]","[82, 79, 95, 75, 104]"
"[81, 87, 88, 79, 78]","[80, 83, 91, 84, 75]"
"[12, 103, 177, 109, 14]","[82, 94, 47, 101, 91]"
"[230, 161, 42, 9, 7]","[55, 72, 109, 103, 110]"
"[199, 158, 39, 8, 1]","[58, 54, 82, 97, 114]"
"[104, 83, 84, 91, 81]","[89, 104, 79, 84, 87]"
"[83, 98, 101, 79, 78]","[89, 86, 81, 90, 93]"
"[81, 77, 95, 93, 102]","[88, 90, 92, 79, 99]"
"[11, 94, 204, 102, 4]","[109, 98, 62, 55, 91]"
"[81, 86, 82, 75, 85]","[80, 78, 82, 71, 98]"
"[14, 107, 199, 91, 18]","[109, 92, 43, 78, 107]"
"[81, 90, 89, 103, 84]","[101, 85, 90, 79, 92]"
"[97, 84, 71, 102, 92]","[86, 91, 89, 94, 86]"
"[192, 179, 51, 10, 4]","[71, 60, 100, 101, 104]"
"[6, 118, 205, 105, 9]","[98, 91, 65, 92, 97]"
"[15, 123, 182, 114, 14]","[115, 74, 73, 66, 120]"
"[216, 164, 39, 8, 6]","[46, 71, 103, 115, 98]"
"[237, 147, 44, 9, 3]","[56, 71, 99, 101, 113]"
"[6, 100, 198, 89, 7]","[96, 85, 53, 71, 95]"
"[82, 87, 82, 82, 68]","[78, 71, 89, 74, 89]"
"[87, 88, 91, 107, 70]","[83, 94, 97, 89, 80]"
"[10, 90, 215, 96, 15]","[115, 70, 60, 81, 100]"
"[213, 165, 51, 6, 5]","[58, 85, 107, 95, 95]"
"[88, 80, 75, 87, 79]","[87, 68, 91, 70, 93]"
"[10, 92, 245, 94, 6]","[99, 101, 50, 91, 106]"
"[230, 148, 52, 11, 4]","[55, 85, 101, 92, 112]"
"[8, 98, 225, 90, 7]","[97, 98, 53, 91, 89]"
"[75, 83, 87, 82, 86]","[82, 81, 94, 82, 74]"
"[217, 170, 42, 10, 4]","[54, 61, 96, 107, 125]"
"[4, 89, 217, 85, 12]","[118, 63, 40, 82, 104]"
"[83, 69, 92, 106, 63]","[79, 94, 74, 81, 85]"
"[17, 97, 208, 108, 11]","[101, 81, 56, 84, 119]"
"[95, 102, 87, 73, 93]","[95, 78, 92, 95, 90]"
"[200, 158, 41, 12, 3]","[50, 67, 81, 109, 107]"
"[194, 171, 45, 11, 3]","[68, 58, 80, 124, 94]"
"[6, 99, 230, 91, 11]","[100, 81, 44, 94, 118]"
"[83, 71, 94, 86, 83]","[76, 76, 86, 87, 92]"
"[101, 95, 80, 73, 93]","[84, 96, 86, 100, 76]"
"[8, 106, 209, 88, 10]","[92, 83, 46, 93, 107]"
"[88, 66, 82, 82, 82]","[65, 81, 75, 92, 87]"
"[85, 78, 78, 75, 103]","[82, 72, 78, 101, 86]"
"[210, 167, 37, 16, 4]","[52, 73, 103, 109, 97]"
"[79, 85, 79, 96, 98]","[97, 84, 83, 95, 78]"
"[87, 86, 90, 87, 69]","[88, 88, 78, 79, 86]"
"[215, 146, 39, 12, 6]","[50, 69, 100, 84, 115]"
"[87, 86, 72, 86, 97]","[95, 72, 89, 90, 82]"
"[205, 187, 44, 8, 3]","[50, 80, 90, 106, 121]"
"[98, 100, 71, 76, 85]","[87, 84, 89, 75, 95]"
"[92, 87, 83, 101, 83]","[90, 86, 106, 77, 87]"
"[90, 90, 92, 85, 64]","[81, 89, 88, 79, 84]"
"[85, 96, 75, 79, 91]","[86, 71, 84, 94, 91]"
"[198, 159, 51, 14, 2]","[52, 80, 103, 86, 103]"
"[79, 73, 104, 96, 81]","[94, 98, 73, 74, 94]"
"[13, 82, 203, 91, 12]","[92, 81, 48, 73, 107]"
"[207, 161, 48, 13, 3]","[51, 68, 98, 102, 113]"
"[75, 78, 84, 112, 84]","[96, 85, 88, 81, 83]"
"[198, 142, 53, 8, 8]","[57, 71, 96, 95, 90]"
"[203, 168, 41, 3, 9]","[60, 57, 88, 103, 116]"
"[191, 168, 42, 19, 1]","[53, 64, 91, 116, 97]"
"[238, 141, 42, 6, 8]","[49, 83, 91, 106, 106]"
"[193, 159, 40, 13, 2]","[53, 57, 82, 98, 117]"
"[207, 178, 38, 14, 2]","[66, 72, 100, 98, 103]"
"[92, 77, 77, 77, 79]","[96, 70, 76, 79, 81]"
"[91, 90, 87, 83, 70]","[81, 86, 88, 85, 81]"
"[210, 160, 36, 3, 6]","[46, 63, 94, 119, 93]"
"[68, 87, 87, 91, 85]","[84, 90, 80, 66, 98]"
"[14, 100, 177, 101, 11]","[101, 78, 64, 63, 97]"
"[82, 73, 75, 86, 89]","[88, 84, 73, 81, 79]"
"[210, 167, 36, 9, 4]","[54, 67, 93, 110, 102]"
"[95, 73, 104, 98, 72]","[94, 87, 86, 92, 83]"
"[10, 100, 209, 97, 13]","[114, 81, 46, 87, 101]"
"[10, 93, 206, 97, 7]","[92, 80, 59, 73, 109]"
"[227, 162, 45, 13, 1]","[51, 67, 112, 105, 113]"
"[12, 111, 192, 92, 11]","[103, 86, 53, 74, 102]"
"[83, 82, 75, 92, 89]","[87, 84, 90, 71, 89]"
"[207, 166, 45, 11, 6]","[66, 63, 98, 110, 98]"
"[1, 94, 223, 118, 10]","[103, 91, 60, 85, 107]"
"[217, 157, 48, 10, 5]","[53, 73, 97, 111, 103]"
"[92, 82, 88, 70, 93]","[81, 90, 91, 78, 85]"
"[207, 152, 32, 8, 4]","[46, 67, 92, 106, 92]"
"[9, 108, 205, 87, 10]","[100, 77, 50, 69, 123]"
"[96, 97, 82, 87, 88]","[99, 85, 87, 85, 94]"
"[90, 83, 97, 87, 82]","[94, 89, 87, 80, 89]"
"[13, 83, 201, 92, 15]","[103, 83, 46, 76, 96]"
"[217, 164, 42, 9, 0]","[56, 82, 85, 93, 116]"
"[82, 85, 75, 89, 101]","[82, 89, 91, 90, 80]"
"[207, 180, 41, 5, 5]","[46, 62, 105, 117, 108]"
"[10, 95, 206, 106, 15]","[118, 78, 60, 90, 86]"
"[212, 175, 47, 7, 7]","[68, 63, 95, 95, 127]"
"[82, 90, 91, 90, 66]","[89, 72, 91, 73, 94]"
"[80, 96, 85, 86, 99]","[86, 78, 103, 87, 92]"
"[6, 100, 194, 105, 8]","[122, 68, 51, 76, 96]"
"[95, 75, 108, 80, 87]","[97, 84, 85, 90, 89]"
"[225, 166, 40, 12, 5]","[57, 73, 97, 118, 103]"
"[11, 85, 185, 112, 9]","[101, 81, 61, 70, 89]"
"[184, 171, 53, 17, 8]","[71, 52, 105, 107, 98]"
"[8, 77, 224, 99, 7]","[104, 78, 50, 69, 114]"
"[11, 76, 215, 99, 10]","[101, 83, 48, 74, 105]"
"[90, 101, 88, 95, 75]","[90, 101, 75, 88, 95]"
"[195, 162, 52, 11, 3]","[64, 65, 86, 104, 104]"
"[8, 93, 222, 105, 10]","[118, 87, 56, 88, 89]"
"[89, 95, 85, 82, 99]","[104, 87, 78, 87, 94]"
"[77, 84, 87, 75, 85]","[83, 80, 76, 92, 77]"
"[203, 164, 28, 12, 1]","[49, 50, 88, 100, 121]"
"[188, 165, 43, 19, 6]","[49, 64, 92, 96, 120]"
"[203, 144, 43, 18, 2]","[44, 60, 93, 104, 109]"
"[194, 149, 59, 8, 9]","[66, 70, 68, 111, 104]"
"[12, 101, 196, 98, 12]","[106, 70, 69, 77, 97]"
"[5, 99, 230, 103, 8]","[103, 79, 57, 94, 112]"
"[225, 165, 43, 10, 4]","[49, 91, 104, 102, 101]"
"[85, 69, 78, 80, 88]","[89, 89, 87, 63, 72]"
"[211, 163, 55, 9, 3]","[48, 57, 110, 111, 115]"
"[10, 86, 213, 97, 11]","[96, 107, 41, 83, 90]"
"[212, 168, 36, 12, 5]","[60, 72, 99, 89, 113]"
"[6, 99, 235, 89, 9]","[114, 63, 56, 92, 113]"
"[199, 160, 32, 7, 2]","[64, 59, 87, 98, 92]"
"[11, 102, 188, 111, 14]","[108, 87, 53, 86, 92]"
"[10, 90, 221, 95, 19]","[113, 93, 47, 93, 89]"
"[201, 171, 42, 10, 4]","[59, 59, 94, 108, 108]"
"[9, 82, 222, 87, 4]","[110, 71, 42, 79, 102]"
"[6, 96, 234, 94, 6]","[112, 81, 47, 89, 107]"
"[7, 86, 253, 91, 6]","[116, 74, 49, 88, 116]"
"[207, 138, 42, 11, 4]","[57, 54, 92, 100, 99]"
"[208, 144, 40, 17, 5]","[41, 79, 85, 98, 111]"
"[90, 86, 80, 95, 77]","[77, 73, 103, 94, 81]"
"[70, 95, 81, 91, 92]","[85, 98, 72, 77, 97]"
"[87, 83, 79, 96, 78]","[92, 87, 73, 84, 87]"
"[82, 96, 99, 76, 88]","[87, 99, 98, 77, 80]"
"[202, 181, 47, 12, 7]","[64, 74, 99, 108, 104]"
"[82, 89, 93, 75, 73]","[83, 79, 70, 90, 90]"
"[11, 84, 208, 100, 10]","[122, 72, 48, 73, 98]"
"[188, 165, 38, 10, 4]","[61, 55, 88, 104, 97]"
"[221, 168, 43, 14, 2]","[63, 56, 115, 109, 105]"
"[77, 77, 94, 83, 85]","[88, 92, 68, 85, 83]"
"[87, 85, 67, 94, 107]","[102, 77, 88, 84, 89]"
"[9, 87, 200, 122, 7]","[95, 79, 58, 84, 109]"
"[107, 90, 90, 76, 78]","[83, 84, 95, 92, 87]"
"[199, 157, 43, 8, 4]","[49, 75, 97, 84, 106]"
"[81, 81, 87, 84, 95]","[96, 93, 81, 84, 74]"
"[79, 83, 88, 81, 69]","[88, 89, 73, 68, 82]"
"[220, 162, 50, 6, 5]","[61, 68, 108, 106, 100]"
"[200, 160, 37, 5, 3]","[44, 61, 84, 116, 100]"
"[4, 87, 229, 88, 8]","[117, 82, 35, 83, 99]"
"[86, 75, 82, 89, 82]","[82, 91, 81, 85, 75]"
"[185, 161, 38, 10, 9]","[64, 64, 86, 101, 88]"
"[82, 91, 91, 88, 88]","[84, 88, 89, 86, 93]"
"[7, 96, 203, 96, 18]","[100, 73, 55, 81, 111]"
"[89, 85, 88, 95, 86]","[87, 94, 85, 81, 96]"
"[203, 177, 44, 8, 1]","[56, 71, 100, 101, 105]"
"[11, 96, 197, 103, 16]","[102, 87, 49, 77, 108]"
"[190, 140, 58, 19, 5]","[56, 79, 93, 97, 87]"
"[13, 98, 220, 100, 15]","[104, 68, 71, 101, 102]"
"[197, 180, 45, 13, 2]","[49, 64, 106, 111, 107]"
"[201, 175, 47, 9, 8]","[55, 61, 119, 111, 94]"
"[13, 94, 201, 90, 14]","[98, 89, 48, 82, 95]"
"[196, 173, 37, 13, 2]","[56, 81, 88, 94, 102]"
"[201, 166, 32, 24, 3]","[46, 74, 94, 100, 112]"
"[218, 142, 42, 6, 1]","[41, 55, 94, 112, 107]"
"[83, 91, 76, 88, 87]","[88, 81, 84, 86, 86]"
"[213, 166, 29, 7, 4]","[56, 74, 90, 106, 93]"
"[14, 108, 222, 93, 7]","[104, 86, 47, 101, 106]"
"[191, 153, 40, 11, 5]","[67, 75, 87, 79, 92]"
"[213, 164, 41, 13, 1]","[60, 62, 98, 113, 99]"
"[215, 166, 40, 15, 5]","[42, 65, 102, 126, 106]"
"[77, 72, 100, 93, 84]","[73, 101, 84, 97, 71]"
"[218, 153, 35, 9, 2]","[50, 76, 94, 91, 106]"
"[79, 93, 84, 89, 99]","[90, 79, 98, 93, 84]"
"[6, 83, 235, 105, 11]","[121, 91, 42, 78, 108]"
"[74, 89, 83, 83, 82]","[90, 86, 71, 75, 89]"
"[185, 175, 42, 16, 5]","[63, 65, 100, 96, 99]"
"[196, 179, 43, 4, 2]","[45, 62, 104, 93, 120]"
"[8, 100, 206, 114, 5]","[100, 88, 58, 84, 103]"
"[13, 108, 200, 116, 10]","[104, 74, 65, 91, 113]"
"[10, 96, 202, 90, 8]","[101, 90, 47, 82, 86]"
"[206, 164, 41, 11, 3]","[47, 64, 99, 110, 105]"
"[80, 70, 82, 87, 95]","[78, 80, 87, 88, 81]"
"[105, 75, 84, 82, 85]","[81, 82, 88, 95, 85]"
"[11, 103, 196, 107, 10]","[98, 75, 61, 77, 116]"
"[101, 85, 77, 87, 91]","[71, 100, 87, 102, 81]"
"[244, 151, 26, 10, 1]","[34, 75, 109, 113, 101]"
"[212, 166, 38, 9, 2]","[53, 64, 108, 94, 108]"
"[210, 182, 39, 8, 6]","[66, 63, 107, 101, 108]"
"[69, 95, 85, 80, 82]","[78, 91, 69, 86, 87]"
"[78, 87, 90, 65, 87]","[86, 78, 75, 84, 84]"
"[13, 111, 193, 117, 12]","[142, 74, 58, 68, 104]"
"[216, 147, 36, 9, 4]","[44, 80, 92, 106, 90]"
"[210, 156, 38, 14, 2]","[41, 70, 92, 101, 116]"
"[85, 78, 96, 100, 76]","[97, 80, 91, 80, 87]"
"[85, 89, 90, 79, 71]","[79, 77, 98, 77, 83]"
"[100, 69, 87, 93, 88]","[79, 97, 81, 101, 79]"
"[81, 76, 94, 84, 90]","[90, 89, 89, 81, 76]"
"[17, 94, 206, 88, 10]","[95, 91, 51, 84, 94]"
"[224, 160, 41, 12, 4]","[43, 70, 109, 115, 104]"
"[10, 89, 225, 117, 4]","[116, 88, 50, 84, 107]"
"[80, 73, 99, 91, 82]","[71, 85, 69, 85, 115]"
"[195, 147, 49, 11, 5]","[54, 69, 91, 86, 107]"
"[15, 103, 196, 110, 10]","[118, 84, 52, 88, 92]"
"[11, 104, 212, 96, 8]","[102, 83, 63, 91, 92]"
"[12, 95, 214, 90, 7]","[95, 80, 43, 81, 119]"
"[230, 149, 39, 14, 1]","[43, 59, 101, 119, 111]"
"[13, 97, 221, 101, 11]","[103, 89, 60, 84, 107]"
"[214, 140, 53, 16, 4]","[65, 79, 89, 97, 97]"
"[82, 87, 76, 78, 81]","[81, 78, 77, 82, 86]"
"[206, 166, 41, 9, 6]","[54, 71, 87, 115, 101]"
"[11, 112, 228, 84, 12]","[122, 82, 46, 93, 104]"
"[90, 79, 82, 90, 79]","[85, 86, 75, 91, 83]"
"[98, 79, 98, 81, 92]","[83, 92, 91, 90, 92]"
"[8, 91, 209, 99, 8]","[101, 84, 41, 75, 114]"
"[9, 100, 219, 88, 6]","[115, 87, 41, 73, 106]"
"[20, 105, 210, 93, 10]","[99, 82, 57, 89, 111]"
"[9, 101, 228, 85, 10]","[105, 98, 47, 82, 101]"
"[13, 89, 194, 108, 10]","[90, 68, 67, 95, 94]"
"[239, 167, 35, 5, 4]","[58, 73, 108, 108, 103]"
"[226, 152, 36, 9, 8]","[49, 72, 116, 90, 104]"
"[84, 88, 92, 88, 88]","[80, 77, 83, 106, 94]"
"[186, 177, 51, 8, 2]","[50, 73, 98, 106, 97]"
"[78, 104, 96, 86, 75]","[85, 84, 86, 89, 95]"
"[11, 106, 230, 78, 4]","[90, 84, 53, 90, 112]"
"[88, 82, 90, 75, 75]","[87, 91, 83, 75, 74]"
"[196, 166, 52, 13, 3]","[57, 62, 94, 112, 105]"
"[91, 94, 81, 82, 97]","[96, 83, 91, 96, 79]"
"[98, 81, 71, 79, 84]","[82, 86, 83, 80, 82]"
"[190, 172, 40, 13, 10]","[67, 66, 95, 101, 96]"
"[81, 92, 77, 81, 80]","[74, 82, 91, 78, 86]"
"[16, 98, 175, 100, 17]","[113, 77, 49, 70, 97]"
"[83, 85, 90, 92, 92]","[77, 105, 93, 82, 85]"
"[4, 72, 228, 93, 11]","[111, 81, 48, 69, 99]"
"[209, 142, 49, 9, 4]","[47, 70, 102, 94, 100]"
"[16, 98, 215, 104, 16]","[116, 88, 42, 79, 124]"
"[207, 170, 49, 7, 6]","[58, 79, 101, 95, 106]"
"[12, 79, 199, 124, 16]","[107, 78, 56, 89, 100]"
"[75, 95, 74, 81, 104]","[96, 98, 81, 79, 75]"
"[92, 89, 93, 75, 99]","[72, 98, 87, 98, 93]"
"[200, 169, 45, 12, 7]","[64, 82, 102, 98, 87]"
"[7, 95, 230, 91, 6]","[104, 87, 62, 75, 101]"
"[78, 75, 79, 94, 95]","[89, 93, 86, 71, 82]"
"[186, 171, 48, 12, 4]","[71, 66, 84, 85, 115]"
"[213, 165, 34, 18, 8]","[63, 65, 102, 98, 110]"
"[199, 188, 45, 8, 7]","[63, 69, 114, 101, 100]"
"[210, 146, 37, 6, 3]","[45, 65, 79, 118, 95]"
"[16, 97, 194, 106, 11]","[96, 80, 65, 89, 94]"
"[78, 88, 97, 75, 84]","[95, 91, 73, 77, 86]"
"[11, 91, 192, 112, 10]","[96, 94, 49, 85, 92]"
"[94, 85, 90, 86, 83]","[93, 85, 94, 82, 84]"
"[214, 159, 50, 10, 3]","[54, 64, 98, 122, 98]"
"[15, 101, 199, 93, 5]","[104, 87, 48, 76, 98]"
"[196, 157, 38, 10, 6]","[57, 68, 85, 94, 103]"
"[13, 100, 207, 100, 14]","[99, 88, 59, 85, 103]"
"[77, 96, 87, 82, 85]","[85, 74, 95, 105, 68]"
"[212, 166, 45, 5, 3]","[60, 77, 78, 104, 112]"
"[75, 98, 89, 86, 96]","[101, 83, 89, 76, 95]"
"[79, 90, 96, 78, 76]","[85, 95, 75, 80, 84]"
"[12, 86, 198, 103, 18]","[94, 80, 67, 83, 93]"
"[10, 94, 219, 79, 11]","[105, 89, 38, 74, 107]"
"[99, 66, 63, 99, 82]","[74, 95, 82, 76, 82]"
"[205, 153, 43, 9, 4]","[63, 68, 91, 90, 102]"
"[15, 112, 194, 96, 11]","[107, 84, 69, 85, 83]"
"[11, 92, 225, 88, 10]","[118, 81, 56, 76, 95]"
"[9, 98, 211, 87, 12]","[113, 72, 47, 90, 95]"
"[88, 108, 89, 82, 81]","[83, 86, 79, 95, 105]"
"[89, 70, 89, 88, 76]","[71, 90, 78, 84, 89]"
"[88, 83, 75, 84, 87]","[92, 81, 94, 73, 77]"
"[10, 107, 191, 105, 13]","[108, 79, 65, 84, 90]"
"[9, 104, 195, 103, 12]","[109, 63, 47, 93, 111]"
"[71, 83, 105, 96, 84]","[100, 74, 74, 105, 86]"
"[7, 102, 210, 105, 12]","[111, 69, 41, 89, 126]"
"[12, 117, 172, 103, 7]","[102, 89, 52, 74, 94]"
"[86, 81, 92, 95, 84]","[86, 89, 96, 92, 75]"
"[182, 159, 48, 16, 7]","[44, 60, 95, 111, 102]"
"[197, 145, 46, 15, 5]","[55, 59, 88, 100, 106]"
"[9, 112, 220, 91, 9]","[98, 88, 58, 80, 117]"
"[80, 96, 65, 94, 77]","[80, 85, 82, 96, 69]"
"[80, 89, 69, 76, 97]","[89, 81, 65, 95, 81]"
"[230, 156, 41, 6, 3]","[42, 82, 99, 105, 108]"
"[204, 178, 46, 12, 4]","[52, 71, 101, 108, 112]"
"[9, 88, 205, 92, 11]","[90, 89, 48, 67, 111]"
"[203, 173, 47, 21, 3]","[57, 67, 97, 105, 121]"
"[199, 159, 38, 14, 2]","[66, 65, 96, 86, 99]"
"[87, 80, 96, 72, 86]","[80, 90, 83, 89, 79]"
"[81, 90, 76, 66, 93]","[76, 75, 95, 77, 83]"
"[84, 77, 94, 78, 76]","[77, 89, 90, 78, 75]"
"[15, 90, 215, 103, 10]","[101, 95, 50, 80, 107]"
"[5, 101, 192, 102, 10]","[114, 76, 53, 60, 107]"
"[210, 156, 37, 7, 3]","[48, 65, 88, 98, 114]"
"[94, 80, 75, 89, 68]","[80, 93, 80, 68, 85]"
"[71, 80, 81, 85, 92]","[79, 90, 89, 71, 80]"
"[11, 108, 209, 99, 6]","[119, 80, 56, 87, 91]"
"[67, 94, 81, 101, 85]","[91, 74, 87, 72, 104]"
"[215, 178, 40, 4, 5]","[56, 64, 87, 114, 121]"
"[181, 168, 35, 15, 3]","[58, 66, 81, 98, 99]"
"[202, 146, 43, 8, 1]","[45, 68, 84, 94, 109]"
"[90, 90, 94, 70, 87]","[85, 99, 82, 74, 91]"
"[228, 160, 39, 17, 5]","[58, 88, 97, 106, 100]"
"[202, 155, 34, 18, 6]","[47, 61, 99, 91, 117]"
"[82, 95, 80, 80, 73]","[87, 63, 84, 101, 75]"
"[101, 89, 88, 73, 63]","[78, 94, 69, 87, 86]"
"[3, 99, 209, 92, 4]","[97, 84, 61, 81, 84]"
"[10, 86, 229, 100, 9]","[118, 92, 44, 75, 105]"
"[84, 84, 71, 92, 75]","[83, 80, 83, 78, 82]"
"[195, 154, 43, 11, 7]","[51, 71, 98, 89, 101]"
"[203, 157, 43, 16, 7]","[65, 79, 73, 93, 116]"
"[11, 108, 213, 111, 5]","[104, 80, 50, 91, 123]"
"[5, 104, 226, 81, 10]","[108, 73, 54, 75, 116]"
"[10, 86, 194, 108, 10]","[99, 70, 54, 84, 101]"
"[84, 83, 81, 107, 71]","[85, 87, 91, 74, 89]"
"[11, 90, 211, 116, 8]","[113, 80, 56, 82, 105]"
"[232, 164, 37, 14, 1]","[59, 70, 88, 110, 121]"
"[102, 92, 98, 68, 87]","[80, 94, 86, 95, 92]"
"[211, 163, 36, 10, 7]","[46, 54, 94, 115, 118]"
"[218, 154, 48, 6, 4]","[61, 63, 89, 107, 110]"
"[78, 83, 87, 76, 84]","[81, 77, 84, 89, 77]"
"[10, 87, 201, 118, 8]","[99, 82, 50, 87, 106]"
"[75, 102, 80, 86, 93]","[89, 98, 78, 79, 92]"
"[10, 80, 211, 102, 7]","[109, 71, 51, 79, 100]"
"[14, 111, 194, 104, 6]","[104, 90, 53, 77, 105]"
"[6, 86, 236, 107, 7]","[100, 94, 49, 79, 120]"
"[196, 148, 45, 12, 4]","[55, 59, 99, 83, 109]"
"[13, 98, 187, 98, 12]","[89, 93, 64, 77, 85]"
"[208, 155, 39, 7, 1]","[57, 67, 86, 96, 104]"
"[200, 161, 35, 18, 7]","[54, 55, 106, 94, 112]"
"[229, 170, 35, 7, 4]","[50, 70, 96, 118, 111]"
"[89, 71, 85, 86, 88]","[72, 80, 90, 92, 85]"
"[8, 84, 227, 87, 10]","[109, 68, 58, 74, 107]"
"[100, 90, 81, 89, 90]","[97, 97, 87, 85, 84]"
"[217, 147, 33, 13, 5]","[47, 72, 90, 116, 90]"
"[94, 73, 82, 84, 79]","[85, 90, 98, 64, 75]"
"[211, 175, 47, 12, 3]","[49, 52, 106, 113, 128]"
"[10, 132, 201, 96, 9]","[102, 81, 53, 100, 112]"
"[75, 89, 88, 94, 79]","[76, 79, 80, 97, 93]"
"[77, 94, 82, 93, 79]","[88, 85, 85, 84, 83]"
"[201, 171, 39, 9, 5]","[61, 67, 99, 93, 105]"
"[75, 79, 93, 86, 83]","[91, 71, 77, 77, 100]"
"[10, 88, 203, 90, 12]","[104, 81, 50, 71, 97]"
"[8, 96, 225, 92, 6]","[106, 82, 53, 85, 101]"
"[73, 94, 74, 80, 79]","[91, 82, 67, 83, 77]"
"[79, 100, 101, 78, 82]","[88, 85, 87, 96, 84]"
"[6, 100, 225, 106, 8]","[113, 79, 58, 91, 104]"
"[83, 93, 82, 89, 85]","[96, 93, 75, 94, 74]"
"[184, 160, 41, 19, 4]","[55, 60, 105, 92, 96]"
"[98, 70, 73, 83, 78]","[75, 77, 90, 74, 86]"
"[3, 107, 222, 92, 9]","[102, 71, 47, 97, 116]"
"[85, 82, 83, 87, 78]","[83, 86, 86, 86, 74]"
"[74, 76, 91, 89, 87]","[102, 91, 75, 85, 64]"
"[84, 100, 79, 77, 86]","[90, 77, 85, 78, 96]"
"[11, 115, 190, 113, 8]","[96, 84, 71, 86, 100]"
"[212, 146, 33, 6, 3]","[55, 58, 86, 96, 105]"
"[214, 156, 27, 17, 2]","[55, 64, 109, 97, 91]"
"[204, 166, 50, 12, 4]","[55, 71, 99, 105, 106]"
"[90, 79, 94, 75, 103]","[91, 68, 85, 97, 100]"
"[213, 165, 42, 7, 4]","[52, 80, 114, 95, 90]"
"[102, 102, 85, 78, 72]","[79, 82, 97, 83, 98]"
"[194, 165, 40, 15, 2]","[59, 60, 88, 103, 106]"
"[217, 163, 40, 7, 2]","[60, 59, 95, 109, 106]"
"[204, 162, 40, 14, 3]","[50, 50, 109, 95, 119]"
"[8, 119, 232, 83, 6]","[102, 77, 67, 94, 108]"
"[84, 92, 96, 78, 83]","[82, 85, 85, 88, 93]"
"[87, 89, 87, 98, 67]","[73, 83, 87, 85, 100]"
"[6, 108, 206, 92, 16]","[104, 74, 58, 81, 111]"
"[12, 99, 212, 87, 12]","[114, 79, 35, 73, 121]"
"[82, 81, 97, 92, 72]","[86, 88, 83, 70, 97]"
"[77, 101, 92, 67, 93]","[89, 93, 83, 86, 79]"
"[12, 86, 222, 105, 6]","[108, 84, 52, 74, 113]"
"[204, 156, 45, 15, 3]","[57, 69, 83, 106, 108]"
"[10, 88, 217, 97, 7]","[104, 82, 58, 80, 95]"
"[95, 93, 84, 94, 73]","[92, 82, 98, 79, 88]"
"[196, 146, 47, 12, 2]","[48, 60, 91, 98, 106]"
"[11, 90, 217, 111, 16]","[122, 88, 58, 89, 88]"
"[87, 68, 91, 86, 93]","[85, 84, 83, 88, 85]"
"[10, 93, 205, 91, 5]","[90, 84, 51, 88, 91]"
"[9, 111, 205, 107, 18]","[116, 87, 66, 81, 100]"
"[88, 86, 87, 75, 83]","[84, 73, 75, 88, 99]"
"[10, 92, 196, 105, 4]","[114, 66, 53, 64, 110]"
"[7, 113, 220, 92, 12]","[109, 74, 60, 86, 115]"
"[10, 107, 198, 95, 12]","[115, 68, 57, 77, 105]"
"[197, 160, 33, 10, 0]","[46, 65, 90, 95, 104]"
"[10, 110, 210, 102, 13]","[105, 97, 59, 70, 114]"
"[200, 173, 51, 15, 3]","[61, 57, 101, 105, 118]"
"[103, 82, 80, 90, 78]","[82, 86, 92, 84, 89]"
"[92, 70, 81, 97, 78]","[86, 83, 83, 75, 91]"
"[95, 83, 78, 81, 94]","[95, 69, 108, 74, 85]"
"[79, 97, 80, 71, 82]","[90, 82, 75, 86, 76]"
"[5, 95, 217, 116, 10]","[114, 81, 41, 93, 114]"
"[8, 99, 198, 91, 8]","[113, 76, 51, 72, 92]"
"[8, 95, 201, 99, 13]","[99, 96, 42, 76, 103]"
"[72, 95, 94, 91, 96]","[101, 94, 71, 99, 83]"
"[208, 173, 34, 19, 7]","[56, 69, 113, 103, 100]"
"[10, 99, 216, 98, 21]","[117, 79, 56, 87, 105]"
"[86, 94, 83, 88, 88]","[82, 75, 99, 90, 93]"
"[7, 85, 202, 102, 5]","[82, 98, 54, 72, 95]"
"[199, 164, 31, 9, 1]","[49, 60, 103, 91, 101]"
"[7, 86, 191, 107, 15]","[104, 81, 40, 80, 101]"
"[85, 90, 90, 92, 82]","[100, 83, 85, 90, 81]"
"[12, 99, 222, 79, 10]","[112, 82, 51, 85, 92]"
"[13, 107, 194, 109, 12]","[104, 90, 58, 81, 102]"
"[87, 80, 80, 66, 91]","[88, 88, 73, 76, 79]"
"[95, 86, 77, 70, 74]","[72, 83, 85, 83, 79]"
"[197, 167, 55, 9, 8]","[58, 74, 102, 110, 92]"
"[203, 165, 57, 12, 3]","[51, 67, 106, 98, 118]"
"[65, 85, 87, 84, 83]","[98, 70, 72, 66, 98]"
"[89, 79, 85, 77, 78]","[80, 91, 83, 81, 73]"
"[8, 101, 184, 104, 10]","[92, 78, 45, 78, 114]"
